SAMPLE_ID,식품명,식품상세분류,에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍)
R0004990ZZ0AVG,"때죽, 말린것",견과류 및 종실류,551,7.6,13.6,44.7,31.8,0,0,9,1.6,0,135,0,0,0,0,0,0
R0023760ZZ0AVG,"대게, 붉은대게, 생것",어패류 및 기타 수산물,49,87,10.5,0.3,0.3,0,0,211,1.5,0,312,0,0,0,0,0,0
R0016750ZZ0AVG,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",육류,105,75.4,22.5,1,0,0,0,0,0,0,210,374,61,0,0,0,0
R0024290ZZ0AVG,"새우 볶음, 말린것, 볶은것",어패류 및 기타 수산물,331,27.5,23.4,13.4,28.5,0,2.1,1567,41,0,433,364,981,0,0,0,0
R0025550ZZ0AVG,"아이스크림, 초콜릿맛",우유 및 유제품류,216,55.7,3.8,11,28.2,25.36,1.2,109,0.93,29,107,249,76,0.58,0.135,0.14,2.5
R0012270ZZ0AVG,"영지버섯, 말린것",버섯류,187,7.1,9.41,1.4,81.03,0,77.9,128,2.19,39,144,263,2,1.12,0.401,2.739,2.08
R0022600ZZ0AVG,"고둥, 매끈이고둥, 생것",어패류 및 기타 수산물,109,72.6,22.5,0.4,2.3,0,0,97,2.5,0,145,0,0,0,0,0,0
R0010770ZZ0AVG,"참죽나물, 말린것",채소류,280,8,27.9,1,57,0,0,946,2.1,0,485,944,37,0,0,0,0
R0026260ZZ0AVG,코코넛유,유지류,918,0,0,99.67,0.33,0,0,13,0,0,0,30,18,1.32,0,0,2.52
R0028550ZZ0AVG,난자완스,조리가공품류,173,67.5,10.8,10.2,9.6,0,1.7,17,11.4,0,94,158,352,0,0,0,0
R0005720ZZ0AVG,"가지, 말린것",채소류,290,8.9,14.53,2.4,65.59,18.13,29.4,235,3.47,227,496,3471,13,2.89,0.892,1.625,2.42
R0020810ZZ0AVG,"상어, 악상어, 생것",어패류 및 기타 수산물,276,61.5,13.4,24.2,0,0,0,30,4.2,0,168,0,0,0,0,0,0
R0021120ZZ0AVG,"아귀, 생것",어패류 및 기타 수산물,64,84,14.1,0.2,0.5,0,0,10,2.5,0,150,0,0,0,0,0,0
R0031150ZZ0AVG,"포도, 스텔라, 껍질 포함, 생것",과실류,50,86,0.7,0.16,12.75,11.58,2,8,0.23,4,23,233,1,0.25,0.104,0.013,0
R0005450ZZ0AVG,"참깨, 흰깨, 볶은것",견과류 및 종실류,557,2.6,25.96,45.11,21.83,0,14.1,854,6.39,353,702,459,2,5.11,1.103,1.304,3.31
R0001280ZZ0AVG,"과자, 대추꿀약과",곡류 및 그 제품,428,13.3,4.5,16.3,65.7,0,0,8,0.3,0,46,65,18,0,0,0,0
R0024480ZZ0AVG,"성게젓, 알젓, 염절임",어패류 및 기타 수산물,105,65.8,9.2,1.5,13.4,0,0,22,0.7,0,156,171,4091,0,0,0,0
R0006820ZZ0AVG,"녹색완두, 미숙, 생것",채소류,93,76.5,6.9,0.4,15.3,2.7,7.7,23,1.7,37,120,340,1,1.2,0.19,0.48,1
R0014940ZZ0AVG,"포도즙, 천연과즙, 레토르트 ",과실류,48,85.8,0.66,0.01,12.62,9.71,0,7,0.07,6,14,131,1,0.04,0.014,0.12,0.19
R0005800ZZ0AVG,"갯기름나물, 노지, 데친것",채소류,44,85.6,3.62,0.57,8.54,0,6.4,187,0.88,22,80,191,2,1.6,0.175,1.322,4.95
R0024840ZZ0AVG,어육소시지,어패류 및 기타 수산물,175,64,9.01,7.45,17.79,0,0,34,0.42,11,87,41,584,0.22,0.019,0.072,14.68
R0027510ZZ0AVG,"골든세이지, 말린것",조미료류,385,4.8,1.6,9.3,73.6,0,0,745,8.5,0,240,3430,60,0,0,0,0
R0009200ZZ0AVG,"세발나물, 데친것",채소류,23,92,2.29,0.28,4.2,0,3.8,103,0.82,60,45,223,249,1.8,0.09,2.885,22.72
R0005590ZZ0AVG,"해바라기씨, 말린것",견과류 및 종실류,589,4.4,21.93,52.26,18.58,3.06,8.1,103,5.65,312,611,573,2,6.03,2.043,1.972,9.13
R0005040ZZ0AVG,"목화씨, 구운것",견과류 및 종실류,506,4.65,32.59,36.29,21.9,0,5.5,100,5.4,440,800,1350,25,6,1.2,2.181,0
R0003530ZZ0AVG,"전분, 옥수수, 밀, 가루 ",감자 및 전분류,379,5.8,0.3,0,93.8,0,0.4,6,0.8,0,14,14,16,0,0,0,0
R0001750ZZ0AVG,"빵, 잉글리쉬 머핀",곡류 및 그 제품,235,42.1,7.7,1.8,46,0,2.7,52,0.89,21,133,131,464,0.7,0.129,0.357,0
R0031850ZZ0AVG,"연어, 고형물, 통조림",어패류 및 기타 수산물,188,67,16.36,12.32,2.85,0.08,0,13,0.17,16,124,188,351,0.36,0.025,0,19.51
R0024700ZZ0AVG,크릴 페이스트,어패류 및 기타 수산물,128,74,16.5,5.5,2,0,0,180,0,0,0,0,0,0,0,0,0
R0013650ZZ0AVG,"블루베리, 말린것",과실류,325,9.5,4.45,1.11,83.57,49.63,18.8,35,3.04,34,98,585,3,0.96,0.174,3.318,2.02
R0021420ZZ0AVG,"웅어, 생것",어패류 및 기타 수산물,165,72.1,15.9,10.8,0,0,0,84,1.1,0,203,0,0,0,0,0,0
R0020490ZZ0AVG,"볼락, 탁자볼락, 생것",어패류 및 기타 수산물,86,78.6,19.7,0.1,0.3,0,0,18,1.7,0,184,0,0,0,0,0,0
R0010350ZZ0AVG,"왕호장잎, 생것",채소류,79,76.3,4.9,1.6,15.1,0,0,343,2.9,0,63,561,15,0,0,0,0
R0014970ZZ0AVG,"프루트칵테일, 통조림",과실류,75,81.1,0.19,0.03,18.52,18.9,1.2,6,0.31,10,3,66,1,0,0.03,0.572,6.04
R0006350ZZ0AVG,"고추냉이, 줄기, 생것",채소류,24,92.6,0.9,0.2,5.6,0,0,18,1,0,31,63,0,0,0,0,0
R0031050ZZ0AVG,"귤, 만감류, 신예감, 생것",과실류,34,90.9,0.29,0.41,8.2,6.7,0.9,10,0.11,8,17,124,1,0.1,0.02,0.068,0.05
R0010170ZZ0AVG,연근 조림,채소류,261,34.3,2.1,1.3,60.2,0,4.3,23,5.4,0,27,100,668,0,0,0,0
R0008870ZZ0AVG,"삼채, 데친것",채소류,28,91,2.04,0.27,5.77,0,3,71,0.73,21,46,296,3,0.6,0.041,0.213,1.09
R0031550ZZ0AVG,"조, 메조, 삼다메, 도정, 생것",곡류 및 그 제품,372,11.2,10.78,3.74,72.57,0.79,6,28,3.33,137,301,298,6,3.45,0.42,1.16,2.54
R0014190ZZ0AVG,"올리브 피클, 초록색(미숙)",과실류,137,76.7,1.09,12.36,5.34,0,0,151,0.77,17,8,44,1625,0.04,0.056,0.046,5
R0014450ZZ0AVG,"체리, 고형물, 통조림",과실류,134,66.4,0.18,0.02,33.21,22.59,2.1,75,0.15,2,0,0,7,1.18,0.006,0.023,0.61
R0012550ZZ0AVG,"흰깔때기버섯, 생것",버섯류,19,90.1,3.5,0.2,5.7,0,0,3,1.3,0,86,280,15,0,0,0,0
R0011010ZZ0AVG,"케일, 꽃케일, 생것",채소류,33,88.5,3.3,0.2,6.5,0,0,292,3.3,0,66,195,103,0,0,0,0
R0022980ZZ0AVG,"바지락, 생것",어패류 및 기타 수산물,73,80.4,12.27,0.93,3.2,0.75,0,70,2.68,55,129,121,383,1.22,0.155,0,0.1
R0026320ZZ0AVG,혼합식물성유,유지류,921,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
R0029330ZZ0AVG,육회,조리가공품류,153,68.1,14.9,6.2,9.4,0,1.7,18,20.2,0,150,275,299,0,0,0,0
R0029000ZZ0AVG,"삼각김밥, 숯불갈비",조리가공품류,161,60.7,4,1.7,32.5,0,1.3,11,2.1,0,55,69,358,0,0,0,0
R0001540ZZ0AVG,"국수, 중국국수, 생면, 삶은것",곡류 및 그 제품,149,65,4.9,0.6,29.2,0.1,1.3,20,0.3,7,29,60,70,0.2,0.05,0.18,17
R0011520ZZ0AVG,"파프리카, 외국산, 주황색, 생것",채소류,31,91.3,1.2,0.7,6.3,0,0,3,0.6,0,27,134,12,0,0,0,0
R0004950ZZ0AVG,"땅콩, 검은색, 말린것",견과류 및 종실류,574,4,19.3,47.7,26.5,0,0,75,0.7,0,591,816,6,0,0,0,0
R0027210ZZ0AVG,"복분자주, 알코올 15%",주류,137,76.9,0.12,0,7.49,5.24,0.3,3,0.03,4,1,42,5,0.11,0.002,0.208,0.19
R0000910ZZ0AVG,"멥쌀밥, 추청벼, 백미",곡류 및 그 제품,151,63.8,2.4,0,33.7,0,0,4,0.2,0,23,48,5,0,0,0,0
R0025700ZZ0AVG,"요구르트, 호상, 플레인",우유 및 유제품류,70,86.8,5.18,3.84,3.36,4.59,1,141,0.03,13,105,174,46,0.43,0,0.001,5.02
R0030760ZZ0AVG,"무, 조선무, 데친것",채소류,15,95.8,0.53,0.18,3.27,1.85,1.4,19,0.12,7,20,135,7,0.13,0.005,0.181,0.33
R0031560ZZ0AVG,"조, 메조, 조황메, 도정, 생것",곡류 및 그 제품,373,11.4,11.33,4,71.68,0.89,6,21,3.7,142,339,306,6,3.07,0.534,1.191,2.06
R0000330ZZ0AVG,"멥쌀, 일품벼, 백미, 생것",곡류 및 그 제품,353,15.4,5.7,0.1,78.5,0,0,6,1.4,0,77,92,5,0,0,0,0
R0015780ZZ0AVG,"돼지고기, 안심(안심살), 생것",육류,123,74.4,22.21,3.15,0,0,0,3,0.78,26,211,373,46,1.93,0.051,0.003,20.62
R0027760ZZ0AVG,"산초, 가루",조미료류,302,12,9.66,4.01,68.57,0,56.6,1538,14.2,125,191,1220,7,1.51,0.56,2.002,13.65
R0014410ZZ0AVG,"참외, 씨 포함, 생것",과실류,47,86.1,1.57,0.29,11.01,9.08,1.7,6,0.26,16,51,450,2,0.35,0.07,0.04,0.2
R0027390ZZ0AVG,"간장, 재래",조미료류,83,60,3.72,0.01,16.96,0,0.4,21,0.19,145,46,456,6128,0.08,0.018,0.148,0
R0024990ZZ0AVG,"다시마, 생것",해조류,12,91,1.1,0.2,4.2,0,0,103,2.4,0,23,1242,75,0,0,0,0
R0003320ZZ0AVG,"고구마, 진홍미, 생것",감자 및 전분류,140,64,1.2,0,33.8,0,0,43,0.8,0,51,556,9,0,0,0,0
R0012840ZZ0AVG,"다래, 생것",과실류,67,81.1,1.6,0.4,16.2,0,0,57,0.5,0,39,307,2,0,0,0,0
R0006090ZZ0AVG,"고비, 재배, 생것",채소류,28,90.8,2.1,0.1,6.2,0,0,14,3.7,0,164,385,6,0,0,0,0
R0023510ZZ0AVG,"조개, 피조개(양식), 생것",어패류 및 기타 수산물,82,81.2,11.8,2.2,3,0,0,60,7.4,0,111,270,292,0,0,0,0
R0022260ZZ0AVG,"푸렁통구멍, 생것",어패류 및 기타 수산물,77,80.9,17.4,0.2,0.2,0,0,19,0.4,0,207,0,0,0,0,0,0
R0027780ZZ0AVG,"샐러드 드레싱, 이탈리안",조미료류,155,70.7,0.33,9.54,16.92,9.44,0,12,0.14,11,9,54,926,0.08,0.008,0.045,6.04
R0001000ZZ0AVG,"밀, 도정, 생것",곡류 및 그 제품,333,10.6,10.6,1,75.8,0,0,52,4.7,0,254,538,17,0,0,0,0
R0016960ZZ0AVG,"소고기, 한우(1등급), 갈비(토시살), 생것",육류,264,60.2,19.63,20.02,0,0,0,3,3.21,16,159,258,46,3.76,0.118,0.022,24.56
R0025790ZZ0AVG,"치즈, 모짜렐라",우유 및 유제품류,294,46,28.02,16.89,5.39,0.9,0,957,0.13,35,535,84,424,3.77,0.017,0.03,20.03
R0002220ZZ0AVG,"보리, 겉보리, 할맥",곡류 및 그 제품,354,10.5,9.3,1.67,77.71,1.93,17,31,2.02,53,163,211,11,1.95,0.297,1.238,2.44
R0001880ZZ0AVG,"빵, 단호박 찐빵",곡류 및 그 제품,239,39.7,5.4,0.9,52.4,0,0,26,0.7,0,66,272,280,0,0,0,0
R0023800ZZ0AVG,"군소, 풍선군소, 생것",어패류 및 기타 수산물,43,88.4,7.7,0.9,0.5,0,0,117,2.2,0,69,0,0,0,0,0,0
R0018800ZZ0AVG,"놀래기, 황놀래기, 생것",어패류 및 기타 수산물,98,77.8,18.9,1.9,0.1,0,0,34,1.1,0,156,0,0,0,0,0,0
R0027750ZZ0AVG,사프란,조미료류,310,11.9,11.43,5.85,65.37,0,3.9,111,11.1,264,252,1724,148,1.09,0.328,28.408,5.6
R0001410ZZ0AVG,"과자, 크랙커, 치즈샌드",곡류 및 그 제품,497,1.7,6.08,22.23,68.24,14.69,1.9,53,0.66,15,113,128,539,0.3,0.054,0.402,14.57
R0020140ZZ0AVG,"백연, 생것",어패류 및 기타 수산물,90,78.6,19,0.8,0.3,0,0,81,1.2,0,253,0,0,0,0,0,0
R0000070ZZ0AVG,"메밀, 도정, 가루",곡류 및 그 제품,374,10.5,12.96,3.29,71.36,0.37,8.5,17,2.92,227,435,432,1,2.99,0.522,1.478,2.67
R0011450ZZ0AVG,"파프리카, 빨간색, 데친것",채소류,28,91.5,0.92,0.13,6.91,2.68,1.7,8,0.32,10,27,222,1,0.31,0.055,0.113,0.47
R0023140ZZ0AVG,"우렁이, 논우렁이, 생것",어패류 및 기타 수산물,72,80.6,10.5,1.4,3.8,0,0,1202,5.8,0,87,170,81,0,0,0,0
R0006120ZZ0AVG,"고사리, 삶아서 말린것",채소류,273,7.1,27.85,2.11,56.58,0,42,147,6.75,265,760,3287,24,10.81,0.395,14.464,9.24
R0009630ZZ0AVG,"쑥부쟁이, 생것",채소류,26,91.6,2.92,0.72,3.53,0.08,3,68,1.26,28,60,576,1,0.4,0.146,0.693,0
R0022050ZZ0AVG,"준치, 강준치, 생것",어패류 및 기타 수산물,91,78.8,18.7,1.1,0.2,0,0,38,1.1,0,230,0,0,0,0,0,0
R0010820ZZ0AVG,"청경채, 데친것",채소류,11,95.6,1.6,0.13,1.81,0,1.3,82,0.37,21,39,316,15,0.45,0.039,0.166,0.46
R0022470ZZ0AVG,"가리비, 관자, 생것",어패류 및 기타 수산물,105,74.2,20.8,0.8,2.4,0,0,10,0.8,0,50,0,0,0,0,0,0
R0004650ZZ0AVG,"두부, 순두부",두류,42,90.6,6.85,1.35,0.69,0.6,0.3,15,0.7,25,69,176,4,0.36,0.119,0.363,0.76
R0019780ZZ0AVG,"명태, 생것",어패류 및 기타 수산물,81,80.3,17.5,0.7,0,0,0,109,1.5,0,202,293,132,0,0,0,0
R0030930ZZ0AVG,"큰느타리버섯(새송이버섯), 말린것(자연건조)",버섯류,171,9.6,26.23,2.09,54.68,4.69,31,6,3.71,114,890,2745,45,9,0.657,0.904,15.87
R0003870ZZ0AVG,"설탕, 각설탕",당류,387,0,0,0,100,0,0,0,0.1,0,0,0,0,0,0.01,0,0
R0010900ZZ0AVG,"취나물, 참취, 말린것",채소류,265,11.7,22.2,2.3,53.6,0,0,231,8.8,0,175,0,0,0,0,0,0
R0016120ZZ0AVG,"돼지 부산물, 위, 생것",육류,111,78.3,17.3,4.1,0,0,0,12,1.2,0,139,178,121,0,0,0,0
R0017870ZZ0AVG,"칠면조고기, 미국산, 구운것",육류,189,63.52,28.55,7.39,0.06,0,0,14,1.09,30,223,239,103,2.48,0.093,0.014,29.8
R0003470ZZ0AVG,"야콘, 뿌리, 생것",감자 및 전분류,62,83.8,0.7,0.1,14.7,0,0,5,2.2,0,12,199,7,0,0,0,0
R0018460ZZ0AVG,"고등어, 반건조",어패류 및 기타 수산물,348,50.1,18.7,28.5,0.2,0,0,25,2,25,200,300,680,1,0.09,0,0
R0016260ZZ0AVG,"소시지, 프랑크푸르트소시지",육류,244,59.3,14.41,17.7,5.9,1.28,0.1,9,0.47,15,227,232,795,1.44,0.034,0.01,21.45
R0010120ZZ0AVG,"엉겅퀴, 말린것",채소류,267,8.6,22.4,1.6,55.6,0,0,435,10.8,0,290,1120,7,0,0,0,0
R0028340ZZ0AVG,"토마토 소스, 케첩",조미료류,135,62.6,1.78,0.08,31.73,20.76,4,20,0.13,20,36,477,1063,0.18,0.08,0.142,5.29
R0011820ZZ0AVG,"호박즙, 천연과즙",채소류,21,93.9,0.64,0,4.73,3.53,0.9,13,0.13,13,29,271,0,0.26,0.024,0.07,0.38
R0002620ZZ0AVG,옥수수 묵,곡류 및 그 제품,55,86,1.1,0,12.6,0,0,154,0.7,0,7,4,28,0,0,0,0
R0016450ZZ0AVG,"소고기, 미국산, 목심(목심살), 생것",육류,265,59.93,16.98,21.31,0,0,0,10,2.01,17,160,267,67,4.9,0.072,0.012,16.2
R0031660ZZ0AVG,"팥, 황백, 흰구슬, 말린것",두류,348,11.9,21.55,1.44,61.43,0.39,18.6,61,5.51,132,466,1208,2,2.6,0.417,1.127,3.36
R0024720ZZ0AVG,"해삼, 생것",어패류 및 기타 수산물,24,91.8,3.7,0.4,1.3,0,0,119,2.1,0,27,70,1300,0,0,0,0
R0012400ZZ0AVG,"포타벨라, 생것",버섯류,16,91.1,3.3,0.1,4.6,0,0,2,1.1,0,107,425,10,0,0,0,0
R0031410ZZ0AVG,"커피, 아메리카노(2샷)",차류,2,99.4,0.02,0.02,0.48,0.01,0,1,0,3,2,47,0,0,0,0.011,0.09
R0016480ZZ0AVG,"소고기, 미국산, 설도, 구운것(석쇠)",육류,164,66.61,28.45,4.67,0,0,0,6,2.35,19,183,238,38,4.92,0.079,0.01,35.6
R0020770ZZ0AVG,"상어, 두툽상어, 생것",어패류 및 기타 수산물,95,76.6,21.4,0.3,0.3,0,0,22,0.7,0,196,0,0,0,0,0,0
R0012600ZZ0AVG,"감, 둥시, 말린것",과실류,223,36.7,1.59,0.05,60.45,24.25,15.2,22,0.74,21,69,584,1,0.22,0.032,0.766,0.63
R0012070ZZ0AVG,"밤버섯, 생것",버섯류,17,91.7,2.9,0.9,3.5,0,0,41,5.6,0,40,0,0,0,0,0,0
R0024550ZZ0AVG,"오징어, 조미훈제",어패류 및 기타 수산물,213,45.7,34.4,2,12.4,0,0,29,4.3,0,312,164,1228,0,0,0,0
R0001070ZZ0AVG,"밀, 빵가루",곡류 및 그 제품,392,7.8,11.95,2.05,77.04,4.74,4.2,21,0.77,30,105,134,306,0.81,0.108,0.635,14.5
R0012150ZZ0AVG,"상황버섯, 말린것",버섯류,179,9.4,4.4,0.27,84.58,0,74.4,173,1.74,120,83,304,33,0.83,0.145,0.907,7.74
R0026610ZZ0AVG,"야콘차, 추출",차류,98,74.2,0.6,0,24,0,0,15,0.4,0,48,550,33,0,0,0,0
R0014280ZZ0AVG,"자두, 생것",과실류,26,93.2,0.5,0.6,5.3,0,0,3,0.2,0,12,164,1,0,0,0,0
R0030920ZZ0AVG,"큰느타리버섯(새송이버섯), 말린것",버섯류,179,6.1,25.05,2.07,59.81,4.88,32.2,3,3.36,111,772,2696,42,7.52,0.807,0.734,13.28
R0027000ZZ0AVG,"탄산 음료, 보리소다",음료류,47,88.2,0,0,11.77,9.73,0,2,0,0,0,3,12,0,0,0.007,0
R0013970ZZ0AVG,"아로니아, 네로, 생것",과실류,60,83.1,0.82,0.21,15.41,4.49,7.1,33,0.37,17,21,185,0,0.13,0.036,1.458,0.92
R0016680ZZ0AVG,"소고기, 한우(1++등급), 채끝(채끝살), 생것",육류,265,59.4,17.8,21,0,0,0,48,0,0,173,288,48,0,0,0,0
R0030400ZZ0AVG,"소고기, 한우(1+등급), 양지(업진안살), 생것",육류,297,59,18.09,24.35,0,0,0,5,2.44,18,162,263,45,5.24,0.064,0.012,17.87
R0004500ZZ0AVG,"콩(대두), 대풍, 말린것",두류,405,10,34.36,13.83,36.94,5.99,11.1,322,10.92,330,921,2842,0,8.63,1.477,4.015,7.18
R0015680ZZ0AVG,"돼지고기, 목심(목심살), 생것",육류,221,62,17.21,16.36,0,0,0,8,0.73,19,183,301,51,2.46,0.048,0,18.51
R0004880ZZ0AVG,"들깨, 말린것",견과류 및 종실류,530,4.6,22.68,39.74,29.26,1.46,22,391,7.74,254,716,583,1,4.8,1.207,3.695,1.16
R0027820ZZ0AVG,소금,조미료류,0,0.3,0,0,0,0,0,40,0.2,0,0,135,33597,0,0,0,0
R0000410ZZ0AVG,"멥쌀, 통일벼, 백미, 생것",곡류 및 그 제품,375,10.3,8.3,0.6,80.3,0,0,11,1.2,0,112,93,3,0,0,0,0
R0006670ZZ0AVG,"김치, 유채 김치",채소류,62,82.4,3.5,0.8,10.1,0,0,67,0,0,77,464,926,0,0,0,0
R0007800ZZ0AVG,"물쑥, 데친것",채소류,47,85.7,1.9,0.1,11.7,0,0,44,2.5,0,63,86,7,0,0,0,0
R0013290ZZ0AVG,"무화과, 봉래시, 생것",과실류,45,87.1,0.82,0.11,11.51,10.77,1.4,36,0.31,14,19,177,0,0.12,0.063,0.055,0.47
R0026470ZZ0AVG,"대추차, 추출",차류,75,81.6,0.12,0.44,17.75,12.4,0.2,3,0.06,2,4,13,30,0,0.006,0.02,0
R0009920ZZ0AVG,"양파, 생것",채소류,27,92,0.95,0.04,6.68,5.74,1.7,15,0.2,8,27,145,3,0.15,0.007,0.176,1.17
R0025660ZZ0AVG,"요구르트, 액상(농후), 사과맛, 식이섬유 첨가",우유 및 유제품류,109,75.1,2.57,2.71,18.91,6.46,4.8,115,0.04,11,85,153,37,0.34,0,0.005,4.58
R0029770ZZ0AVG,"달팽이, 통조림",기타,82,79.9,16.5,1,0.8,0,0,400,3.9,37,130,5,260,1.5,3.07,0.38,0
R0008050ZZ0AVG,"배암차즈기(곰보배추), 잎, 생것",채소류,25,92.2,1.73,0.62,4.5,1.44,2.1,88,2.5,16,31,391,7,0.59,0.108,0.345,0
R0010000ZZ0AVG,"양파링, 튀김옷, 냉동",채소류,258,51.22,3.15,14.1,30.53,0,1.8,46,0.93,14,49,190,246,0.36,0.074,0.299,2.4
R0028720ZZ0AVG,떡볶이,조리가공품류,151,62.9,3.8,1.7,30.2,0,1.7,20,4.4,0,46,101,427,0,0,0,0
R0018090ZZ0AVG,"메추리알, 삶은것",난류,155,74.8,12.48,10.12,1.67,0,0,61,2.63,10,219,107,94,1.69,0.064,0.041,35.79
R0009020ZZ0AVG,"상추, 천상, 생것",채소류,17,94.6,1.2,0.3,3.2,0,0,29,1.1,0,18,306,5,0,0,0,0
R0004350ZZ0AVG,"완두, 생것",두류,114,71,7.92,0.44,19.51,0,8.5,36,2.08,45,174,356,0,1.46,0.188,1.136,4.16
R0019160ZZ0AVG,"대구횟대, 생것",어패류 및 기타 수산물,93,77.2,19.5,0.9,0.5,0,0,92,2.5,0,203,0,0,0,0,0,0
R0031110ZZ0AVG,"포도, 레드글로브, 껍질포함, 생것",과실류,57,84.2,0.4,0.24,14.91,11.42,1.4,6,0.17,5,20,146,6,0.1,0.047,0.047,0.17
R0026910ZZ0AVG,매실 음료,음료류,44,88.9,0.06,0.01,11.02,9.85,0.1,1,0.03,0,1,9,4,0.02,0,0.008,0.14
R0011960ZZ0AVG,"느타리버섯, 참타리버섯, 생것",버섯류,16,91.4,2.6,0,5.3,0,0,3,0.9,0,68,245,5,0,0,0,0
R0001940ZZ0AVG,"빵, 크림빵",곡류 및 그 제품,275,40.1,6,7.7,45.5,0,0,40,0.9,0,80,68,160,0,0,0,0
R0005910ZZ0AVG,"고구마, 잎, 데친것",채소류,41,88.8,3.44,0.62,5.8,0,5.4,186,3.38,55,29,376,1,0.46,0.146,2.398,2.49
R0004150ZZ0AVG,"푸딩, 커스터드",당류,126,74.1,5.5,5,14.7,0,0,81,0.6,10,110,140,67,0.6,0.03,0.01,12
R0021780ZZ0AVG,"전갱이, 소금에 절여 말린것",어패류 및 기타 수산물,261,38,46,6.9,0.7,0,0,62,3,0,294,0,0,0,0,0,0
R0003680ZZ0AVG,"껌, 풍선껌",당류,387,3.3,0,0,96.7,0,0,3,0.1,0,0,4,3,0,0,0,0
R0027600ZZ0AVG,"된장, 일식(미소)",조미료류,187,46.8,11.71,6.03,21.84,5.55,9.8,71,1.44,69,174,484,4616,1.14,0.282,0.599,49.12
R0015470ZZ0AVG,"닭 부산물, 간, 생것",육류,116,76,18.8,3.9,0.1,0,0,5,11,0,279,247,92,0,0,0,0
R0005810ZZ0AVG,"갯기름나물, 노지, 어린것, 생것",채소류,53,82.3,4.17,0.52,10.91,0,7.1,181,1.26,25,102,659,2,1.22,0.165,1.053,4.17
R0027810ZZ0AVG,"생강, 가루 ",조미료류,338,6.8,12.55,3.29,71.74,2.27,0.1,118,15.52,231,210,2432,32,2.91,0.442,35.033,3.91
R0005200ZZ0AVG,"밤, 축파, 삶은것",견과류 및 종실류,138,65,2.5,0.1,31.6,0,5.2,15,0.9,0,54,373,1,0,0,0,0
R0011430ZZ0AVG,"파프리카, 노란색, 데친것",채소류,25,92.4,0.79,0.13,6.21,2.76,1.2,7,0.34,9,25,197,1,0.25,0.059,0.137,0.31
R0029530ZZ0AVG,콩국수,조리가공품류,83,80.3,3.9,1.3,14,0,4,17,4.1,0,43,87,118,0,0,0,0
R0010070ZZ0AVG,"얼갈이배추, 데친것",채소류,14,95.1,2,0.14,2.17,0.89,1.1,133,0.36,22,45,120,36,1.35,0.024,0.095,0
R0003770ZZ0AVG,"당밀, 가공당",당류,265,31.5,0.2,0,68.2,0,0,0,0.7,0,0,0,10,0.1,0,0,0
R0027410ZZ0AVG,"겨자 페이스트, 연겨자, 겨자 가루 21%",조미료류,296,37,8.01,12.7,37.36,21.14,19.4,101,2.05,87,211,223,1423,1.22,0.105,0.548,105.37
R0001690ZZ0AVG,"빵, 팥 도우넛",곡류 및 그 제품,347,31.5,6.6,15.3,45.7,0,0,27,1,0,86,67,188,0,0,0,0
R0001800ZZ0AVG,"빵, 식빵",곡류 및 그 제품,279,34.8,9.01,4.91,49.68,4.12,3.7,26,0.6,19,78,98,516,0.54,0.117,0.207,28.97
R0026800ZZ0AVG,헛개차,차류,1,99.7,0,0,0.26,0.05,0,1,0.01,0,0,7,7,0.02,0.003,0.009,0
R0006390ZZ0AVG,"곰취, 데친것",채소류,35,88.7,3.28,0.64,6.09,0.3,3.7,133,1.02,34,42,444,1,0.26,0.111,0.393,0
R0014640ZZ0AVG,"파파야, 생것",과실류,38,88.9,0.7,0.1,9.8,0,0,22,0.8,0,12,223,9,0,0,0,0
R0024170ZZ0AVG,"새우, 보리새우, 삶은것",어패류 및 기타 수산물,124,69.3,28.2,0.5,0,0,0,61,1,57,390,500,200,1.8,0.62,0.03,0
R0015440ZZ0AVG,"닭고기, 토종, 날개",육류,122,74.6,20.4,3.5,0.8,0,0,7,0.5,0,223,303,51,0,0,0,0
R0018960ZZ0AVG,"다랑어, 황다랑어, 생것",어패류 및 기타 수산물,115,72.8,23.9,1.3,0.2,0,0,19,1.6,0,282,0,0,0,0,0,0
R0021940ZZ0AVG,"정어리, 삶은것",어패류 및 기타 수산물,178,61.7,22.4,8.7,0.2,0,0,82,2.3,32,250,280,80,1.7,0.23,0.06,0
R0024910ZZ0AVG,"김, 돌김, 말린것",해조류,165,10.4,35.5,1.7,43.3,0,0,412,18.6,0,472,0,0,0,0,0,0
R0005820ZZ0AVG,"갯기름나물, 노지, 어린것, 데친것",채소류,53,83.1,4.11,0.8,10.17,0,7.4,179,1.07,24,102,579,3,1.46,0.172,1.031,4.83
R0012680ZZ0AVG,"구아바, 생것",과실류,38,88.9,0.6,0.1,9.9,0,5.1,8,0.1,8,16,240,3,0.1,0.06,0.09,0
R0013100ZZ0AVG,"매실, 생것",과실류,41,89.4,1.1,1.1,7.8,0,0,28,3.7,0,24,301,3,0,0,0,0
